18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,5,70,70,70,70,70,70,70,5
10,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,73,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,72,73,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,85,-1,-1,85,-1,-1,85,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,13,-1,-1,-1,72,73,-1,-1,13
10,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,85,-1,-1,85,-1,-1,85,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,5
10,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,85,-1,-1,85,-1,-1,85,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,13
10,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,85,-1,-1,85,-1,-1,85,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,5,70,70,70,70,70,70,70,5
10,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,-1,-1,-1,-1,-1,-1,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,85,-1,-1,85,-1,-1,85,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,13,72,73,74,75,-1,72,73,13
10,56,47,-1,-1,-1,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,6,66,67,67,67,67,67,67,65,19,20,20,21,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,85,-1,-1,85,-1,-1,85,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,13
10,55,55,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,73,-1,-1,93,-1,-1,-1,-1,-1,-1,-1,72,73,-1,-1,-1,-1,-1,-1,-1,72,73,-1,-1,-1,-1,74,75,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,101,-1,-1,101,-1,57,58,59,-1,-1,-1,-1,93,-1,-1,-1,85,-1,-1,85,-1,-1,85,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,5
10,47,55,56,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,101,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,57,58,59,-1,-1,85,-1,-1,85,-1,-1,85,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,13
10,56,47,55,47,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,-1,108,-1,-1,126,-1,-1,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,101,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,85,-1,108,56,108,-1,85,126,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,13,28,25,25,25,25,25,29,8
