7,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,-1,101,-1,-1,-1,-1,101,-1,-1,-1,101
6,88,89,85,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,78,-1,-1,-1,78,-1,-1,101,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,78,-1,-1,78,-1,0,2,-1,101,-1,-1,-1,-1,101,-1,-1,-1,101
14,96,97,85,-1,-1,-1,-1,-1,-1,85,-1,-1,-1,85,-1,-1,-1,85,-1,-1,101,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,-1,-1,86,-1,-1,86,-1,8,10,-1,101,-1,-1,-1,-1,101,-1,-1,-1,101
14,88,89,85,-1,-1,-1,-1,-1,-1,85,-1,-1,-1,85,-1,-1,-1,85,-1,-1,101,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,-1,-1,86,-1,-1,86,-1,8,10,-1,101,-1,-1,-1,-1,101,-1,-1,-1,101
14,96,97,85,-1,-1,-1,-1,-1,-1,85,-1,-1,-1,85,-1,-1,-1,85,-1,-1,101,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,-1,-1,86,-1,-1,86,-1,8,10,-1,101,-1,-1,-1,-1,101,-1,-1,-1,101
14,88,89,85,-1,-1,-1,-1,-1,-1,85,-1,-1,-1,85,-1,-1,-1,85,-1,-1,101,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,92,-1,-1,-1,-1,-1,88,89,88,89,88,89,88,89,88,89,88,89,-1,-1,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,-1,-1,86,-1,-1,86,-1,8,10,-1,101,-1,-1,-1,-1,101,-1,-1,-1,101
14,96,97,85,-1,-1,-1,-1,-1,-1,85,-1,-1,-1,85,-1,-1,-1,85,-1,-1,101,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,100,-1,-1,-1,-1,-1,96,97,96,97,96,97,96,97,96,97,96,97,-1,-1,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,-1,-1,86,-1,-1,86,-1,8,10,-1,101,-1,-1,-1,-1,101,-1,-1,-1,101
22,24,25,25,29,-1,-1,-1,-1,-1,85,-1,-1,-1,85,-1,-1,-1,85,-1,-1,101,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,88,89,88,89,88,89,88,89,88,89,84,-1,-1,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,-1,-1,86,-1,-1,86,-1,8,10,-1,101,84,84,84,84,101,-1,-1,-1,101
12,75,74,-1,101,-1,-1,-1,-1,-1,85,-1,-1,-1,85,-1,-1,-1,85,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,-1,104,-1,90,90,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,96,97,96,97,96,97,96,97,96,97,84,-1,-1,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,-1,-1,86,-1,-1,86,-1,8,10,-1,101,88,89,88,89,101,-1,-1,-1,101
5,-1,63,-1,101,-1,104,-1,-1,-1,85,-1,-1,-1,85,-1,-1,-1,85,-1,-1,101,-1,-1,-1,-1,-1,-1,56,56,-1,-1,-1,95,79,-1,-1,101,-1,126,110,90,90,90,-1,126,-1,90,90,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,89,88,89,88,89,88,89,88,89,88,89,-1,-1,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,-1,-1,86,-1,-1,86,-1,8,10,-1,101,96,97,96,97,101,-1,-1,-1,101
