52,52,52,52,-1,52,-1,-1,-1,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
52,-1,-1,-1,-1,52,-1,-1,-1,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,9
52,-1,-1,-1,-1,52,-1,52,-1,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,9
52,-1,52,52,-1,52,-1,52,-1,52,1,2,0,1,2,0,1,2,0,1,2,-1,-1,-1,-1,-1,-1,-1,20,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,17,18,-1,-1,-1,-1,-1,9
52,-1,-1,52,1,2,52,52,52,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,-1,20,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,9
52,-1,-1,52,9,10,52,9,52,16,17,18,16,17,18,16,17,18,16,17,18,-1,-1,-1,-1,-1,-1,-1,20,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,9
52,52,52,52,17,18,52,17,52,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,17,18,-1,-1,-1,-1,-1,9
0,1,2,0,1,2,0,1,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,14,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,-1,-1,-1,-1,-1,-1,9
8,53,10,8,53,10,8,53,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,14,6,-1,-1,-1,-1,-1,-1,8,9,10,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
16,17,18,16,17,18,16,17,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,14,6,14,-1,-1,-1,-1,-1,-1,8,9,10,8,9,10,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
0,1,2,0,1,2,0,1,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,14,6,14,6,-1,-1,-1,-1,-1,-1,8,9,10,8,9,10,8,9,10,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
8,53,10,8,53,10,8,53,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,14,6,14,6,14,81,81,81,81,81,81,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
16,17,18,16,17,18,16,17,18,20,20,20,20,20,20,20,20,20,20,20,20,20,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,14,6,14,6,14,6,81,81,81,81,81,81,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
0,1,2,0,1,2,0,1,2,20,20,20,20,19,20,20,20,20,20,20,20,21,-1,-1,-1,-1,-1,-1,14,14,-1,-1,-1,6,14,6,14,6,14,6,14,81,81,81,81,81,81,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
8,53,10,8,53,10,8,53,10,20,20,20,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,-1,-1,-1,14,6,14,6,14,6,14,6,81,81,81,81,81,81,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
16,17,18,16,17,18,16,17,18,20,20,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,-1,-1,-1,6,14,6,14,6,14,6,14,81,81,81,81,81,81,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
20,20,20,20,20,20,20,20,20,20,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,-1,-1,-1,14,14,14,14,14,-1,-1,-1,14,6,14,6,14,6,14,6,81,81,81,81,81,81,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
20,20,20,20,20,20,20,20,20,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,-1,-1,-1,6,14,6,14,6,14,6,14,81,81,81,81,81,81,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,8,9,10,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
20,20,20,20,20,20,20,20,21,-1,-1,-1,126,-1,-1,108,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,14,-1,-1,-1,14,6,14,6,14,6,14,6,81,81,81,81,81,81,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,8,9,10,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,-1,-1,27,28,25,29
20,20,20,20,20,20,20,21,-1,-1,-1,-1,-1,14,14,70,70,70,70,70,70,70,14,14,14,14,14,14,14,14,-1,-1,-1,6,14,6,14,6,14,6,14,-1,-1,-1,-1,-1,-1,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,8,9,10,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,-1,105,-1,127,81,5
20,20,20,20,20,20,21,-1,-1,-1,-1,-1,14,14,14,81,81,81,81,81,81,81,14,14,14,14,14,14,14,14,-1,-1,-1,14,6,14,6,14,6,14,6,-1,-1,-1,-1,-1,-1,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,8,9,10,-1,-1,-1,8,9,10,-1,-1,-1,0,1,2,105,-1,127,81,13
24,25,26,27,28,29,-1,-1,-1,-1,-1,14,14,14,14,81,81,81,81,81,81,81,14,14,14,14,14,14,14,14,-1,-1,-1,6,14,6,14,6,14,6,14,-1,-1,-1,-1,-1,-1,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,8,9,10,-1,-1,-1,8,9,10,-1,-1,-1,8,9,10,91,35,36,33,37
9,-1,-1,-1,-1,-1,104,-1,-1,-1,14,14,14,14,14,81,81,81,81,81,81,81,14,14,14,14,14,14,14,14,-1,-1,-1,14,6,14,6,14,6,14,6,-1,-1,-1,-1,-1,-1,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,8,9,10,-1,-1,-1,8,9,10,-1,-1,-1,8,9,10,99,100,99,100,9
9,-1,-1,63,-1,-1,-1,-1,-1,14,14,14,14,14,14,81,81,81,81,81,81,81,14,14,14,14,14,14,14,14,-1,-1,-1,6,14,6,14,6,14,6,14,-1,-1,-1,-1,-1,-1,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,8,9,10,-1,-1,-1,8,9,10,-1,-1,-1,8,9,10,91,92,91,92,9
32,33,34,35,36,37,-1,-1,14,14,14,14,14,14,14,81,81,81,81,81,81,81,14,14,14,14,14,14,14,14,-1,-1,-1,14,6,14,6,14,6,14,6,-1,-1,-1,-1,-1,-1,8,9,10,8,9,10,8,9,10,8,9,10,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,8,9,10,-1,-1,-1,8,9,10,-1,-1,-1,8,9,10,99,100,99,100,9
